,date,mortality,province
2596,2020-03-01,345,ตาก
2597,2020-04-01,297,ตาก
2598,2020-05-01,308,ตาก
2599,2020-06-01,281,ตาก
2600,2020-07-01,319,ตาก
2601,2020-08-01,298,ตาก
2602,2020-09-01,331,ตาก
2603,2020-10-01,285,ตาก
2604,2020-11-01,293,ตาก
2605,2020-12-01,327,ตาก
2606,2021-01-01,320,ตาก
2607,2021-02-01,286,ตาก
2608,2021-03-01,368,ตาก
2609,2021-04-01,308,ตาก
2610,2021-05-01,354,ตาก
2611,2021-06-01,300,ตาก
2612,2021-07-01,288,ตาก
2613,2016-01-01,399,สุโขทัย
2614,2016-02-01,421,สุโขทัย
2615,2016-03-01,426,สุโขทัย
2616,2016-04-01,599,สุโขทัย
2617,2016-05-01,459,สุโขทัย
2618,2016-06-01,353,สุโขทัย
2619,2016-07-01,334,สุโขทัย
2620,2016-08-01,375,สุโขทัย
2621,2016-09-01,347,สุโขทัย
2622,2016-10-01,368,สุโขทัย
2623,2016-11-01,384,สุโขทัย
2624,2016-12-01,394,สุโขทัย
2625,2017-01-01,381,สุโขทัย
2626,2017-02-01,339,สุโขทัย
2627,2017-03-01,379,สุโขทัย
2628,2017-04-01,325,สุโขทัย
2629,2017-05-01,371,สุโขทัย
2630,2017-06-01,358,สุโขทัย
2631,2017-07-01,395,สุโขทัย
2632,2017-08-01,358,สุโขทัย
2633,2017-09-01,359,สุโขทัย
2634,2017-10-01,369,สุโขทัย
2635,2017-11-01,390,สุโขทัย
2636,2017-12-01,436,สุโขทัย
2637,2018-01-01,470,สุโขทัย
2638,2018-02-01,321,สุโขทัย
2639,2018-03-01,390,สุโขทัย
2640,2018-04-01,413,สุโขทัย
2641,2018-05-01,343,สุโขทัย
2642,2018-06-01,347,สุโขทัย
2643,2018-07-01,353,สุโขทัย
2644,2018-08-01,421,สุโขทัย
2645,2018-09-01,338,สุโขทัย
2646,2018-10-01,432,สุโขทัย
2647,2018-11-01,408,สุโขทัย
2648,2018-12-01,400,สุโขทัย
2649,2019-01-01,467,สุโขทัย
2650,2019-02-01,388,สุโขทัย
2651,2019-03-01,440,สุโขทัย
2652,2019-04-01,558,สุโขทัย
2653,2019-05-01,503,สุโขทัย
2654,2019-06-01,358,สุโขทัย
2655,2019-07-01,436,สุโขทัย
2656,2019-08-01,380,สุโขทัย
2657,2019-09-01,416,สุโขทัย
2658,2019-10-01,389,สุโขทัย
2659,2019-11-01,373,สุโขทัย
2660,2019-12-01,417,สุโขทัย
2661,2020-01-01,457,สุโขทัย
2662,2020-02-01,349,สุโขทัย
2663,2020-03-01,445,สุโขทัย
2664,2020-04-01,427,สุโขทัย
2665,2020-05-01,422,สุโขทัย
2666,2020-06-01,361,สุโขทัย
2667,2020-07-01,353,สุโขทัย
2668,2020-08-01,402,สุโขทัย
2669,2020-09-01,406,สุโขทัย
2670,2020-10-01,414,สุโขทัย
2671,2020-11-01,403,สุโขทัย
2672,2020-12-01,455,สุโขทัย
2673,2021-01-01,490,สุโขทัย
2674,2021-02-01,400,สุโขทัย
2675,2021-03-01,475,สุโขทัย
2676,2021-04-01,416,สุโขทัย
2677,2021-05-01,474,สุโขทัย
2678,2021-06-01,428,สุโขทัย
2679,2021-07-01,425,สุโขทัย
2680,2016-01-01,611,พิษณุโลก
2681,2016-02-01,579,พิษณุโลก
2682,2016-03-01,654,พิษณุโลก
2683,2016-04-01,807,พิษณุโลก
2684,2016-05-01,695,พิษณุโลก
2685,2016-06-01,525,พิษณุโลก
2686,2016-07-01,545,พิษณุโลก
2687,2016-08-01,565,พิษณุโลก
2688,2016-09-01,580,พิษณุโลก
2689,2016-10-01,634,พิษณุโลก
2690,2016-11-01,589,พิษณุโลก
2691,2016-12-01,564,พิษณุโลก
2692,2017-01-01,626,พิษณุโลก
2693,2017-02-01,546,พิษณุโลก
2694,2017-03-01,589,พิษณุโลก
2695,2017-04-01,609,พิษณุโลก
2696,2017-05-01,554,พิษณุโลก
2697,2017-06-01,564,พิษณุโลก
2698,2017-07-01,551,พิษณุโลก
2699,2017-08-01,592,พิษณุโลก
2700,2017-09-01,588,พิษณุโลก
2701,2017-10-01,635,พิษณุโลก
2702,2017-11-01,603,พิษณุโลก
2703,2017-12-01,608,พิษณุโลก
2704,2018-01-01,711,พิษณุโลก
2705,2018-02-01,521,พิษณุโลก
2706,2018-03-01,580,พิษณุโลก
2707,2018-04-01,639,พิษณุโลก
2708,2018-05-01,548,พิษณุโลก
2709,2018-06-01,531,พิษณุโลก
2710,2018-07-01,586,พิษณุโลก
2711,2018-08-01,575,พิษณุโลก
2712,2018-09-01,582,พิษณุโลก
2713,2018-10-01,598,พิษณุโลก
2714,2018-11-01,572,พิษณุโลก
2715,2018-12-01,583,พิษณุโลก
2716,2019-01-01,683,พิษณุโลก
2717,2019-02-01,559,พิษณุโลก
2718,2019-03-01,656,พิษณุโลก
2719,2019-04-01,762,พิษณุโลก
2720,2019-05-01,721,พิษณุโลก
2721,2019-06-01,533,พิษณุโลก
2722,2019-07-01,640,พิษณุโลก
2723,2019-08-01,564,พิษณุโลก
2724,2019-09-01,598,พิษณุโลก
2725,2019-10-01,621,พิษณุโลก
2726,2019-11-01,594,พิษณุโลก
2727,2019-12-01,645,พิษณุโลก
2728,2020-01-01,676,พิษณุโลก
2729,2020-02-01,581,พิษณุโลก
2730,2020-03-01,671,พิษณุโลก
2731,2020-04-01,629,พิษณุโลก
2732,2020-05-01,587,พิษณุโลก
2733,2020-06-01,566,พิษณุโลก
2734,2020-07-01,600,พิษณุโลก
2735,2020-08-01,589,พิษณุโลก
2736,2020-09-01,583,พิษณุโลก
2737,2020-10-01,603,พิษณุโลก
2738,2020-11-01,672,พิษณุโลก
2739,2020-12-01,680,พิษณุโลก
2740,2021-01-01,703,พิษณุโลก
2741,2021-02-01,570,พิษณุโลก
2742,2021-03-01,681,พิษณุโลก
2743,2021-04-01,621,พิษณุโลก
2744,2021-05-01,651,พิษณุโลก
2745,2021-06-01,585,พิษณุโลก
2746,2021-07-01,610,พิษณุโลก
2747,2016-01-01,379,พิจิตร
2748,2016-02-01,424,พิจิตร
2749,2016-03-01,414,พิจิตร
2750,2016-04-01,578,พิจิตร
2751,2016-05-01,430,พิจิตร
2752,2016-06-01,271,พิจิตร
2753,2016-07-01,309,พิจิตร
2754,2016-08-01,320,พิจิตร
2755,2016-09-01,361,พิจิตร
2756,2016-10-01,360,พิจิตร
2757,2016-11-01,353,พิจิตร
2758,2016-12-01,315,พิจิตร
2759,2017-01-01,343,พิจิตร
2760,2017-02-01,320,พิจิตร
2761,2017-03-01,340,พิจิตร
2762,2017-04-01,352,พิจิตร
2763,2017-05-01,301,พิจิตร
2764,2017-06-01,312,พิจิตร
2765,2017-07-01,309,พิจิตร
2766,2017-08-01,338,พิจิตร
2767,2017-09-01,343,พิจิตร
2768,2017-10-01,370,พิจิตร
2769,2017-11-01,350,พิจิตร
2770,2017-12-01,295,พิจิตร
2771,2018-01-01,392,พิจิตร
2772,2018-02-01,320,พิจิตร
2773,2018-03-01,334,พิจิตร
2774,2018-04-01,371,พิจิตร
2775,2018-05-01,348,พิจิตร
2776,2018-06-01,320,พิจิตร
2777,2018-07-01,349,พิจิตร
2778,2018-08-01,376,พิจิตร
2779,2018-09-01,329,พิจิตร
2780,2018-10-01,413,พิจิตร
2781,2018-11-01,367,พิจิตร
2782,2018-12-01,332,พิจิตร
2783,2019-01-01,405,พิจิตร
2784,2019-02-01,324,พิจิตร
2785,2019-03-01,351,พิจิตร
2786,2019-04-01,545,พิจิตร
2787,2019-05-01,438,พิจิตร
2788,2019-06-01,315,พิจิตร
2789,2019-07-01,327,พิจิตร
2790,2019-08-01,380,พิจิตร
2791,2019-09-01,392,พิจิตร
2792,2019-10-01,353,พิจิตร
2793,2019-11-01,326,พิจิตร
2794,2019-12-01,441,พิจิตร
2795,2020-01-01,417,พิจิตร
2796,2020-02-01,364,พิจิตร
2797,2020-03-01,381,พิจิตร
2798,2020-04-01,438,พิจิตร
2799,2020-05-01,353,พิจิตร
2800,2020-06-01,326,พิจิตร
2801,2020-07-01,314,พิจิตร
2802,2020-08-01,349,พิจิตร
2803,2020-09-01,358,พิจิตร
2804,2020-10-01,356,พิจิตร
2805,2020-11-01,366,พิจิตร
2806,2020-12-01,388,พิจิตร
2807,2021-01-01,397,พิจิตร
2808,2021-02-01,359,พิจิตร
2809,2021-03-01,403,พิจิตร
2810,2021-04-01,381,พิจิตร
2811,2021-05-01,387,พิจิตร
2812,2021-06-01,381,พิจิตร
2813,2021-07-01,369,พิจิตร
2814,2016-01-01,609,เพชรบูรณ์
2815,2016-02-01,660,เพชรบูรณ์
2816,2016-03-01,684,เพชรบูรณ์
2817,2016-04-01,821,เพชรบูรณ์
2818,2016-05-01,595,เพชรบูรณ์
2819,2016-06-01,553,เพชรบูรณ์
2820,2016-07-01,559,เพชรบูรณ์
2821,2016-08-01,657,เพชรบูรณ์
2822,2016-09-01,658,เพชรบูรณ์
2823,2016-10-01,697,เพชรบูรณ์
2824,2016-11-01,575,เพชรบูรณ์
2825,2016-12-01,646,เพชรบูรณ์
2826,2017-01-01,627,เพชรบูรณ์
2827,2017-02-01,604,เพชรบูรณ์
2828,2017-03-01,606,เพชรบูรณ์
2829,2017-04-01,578,เพชรบูรณ์
2830,2017-05-01,651,เพชรบูรณ์
2831,2017-06-01,585,เพชรบูรณ์
2832,2017-07-01,668,เพชรบูรณ์
2833,2017-08-01,584,เพชรบูรณ์
2834,2017-09-01,592,เพชรบูรณ์
2835,2017-10-01,609,เพชรบูรณ์
2836,2017-11-01,609,เพชรบูรณ์
2837,2017-12-01,625,เพชรบูรณ์
2838,2018-01-01,688,เพชรบูรณ์
2839,2018-02-01,572,เพชรบูรณ์
2840,2018-03-01,598,เพชรบูรณ์
2841,2018-04-01,609,เพชรบูรณ์
2842,2018-05-01,607,เพชรบูรณ์
2843,2018-06-01,583,เพชรบูรณ์
2844,2018-07-01,618,เพชรบูรณ์
2845,2018-08-01,620,เพชรบูรณ์
2846,2018-09-01,601,เพชรบูรณ์
2847,2018-10-01,674,เพชรบูรณ์
2848,2018-11-01,634,เพชรบูรณ์
2849,2018-12-01,622,เพชรบูรณ์
2850,2019-01-01,682,เพชรบูรณ์
2851,2019-02-01,553,เพชรบูรณ์
2852,2019-03-01,656,เพชรบูรณ์
2853,2019-04-01,773,เพชรบูรณ์
2854,2019-05-01,651,เพชรบูรณ์
2855,2019-06-01,568,เพชรบูรณ์
2856,2019-07-01,707,เพชรบูรณ์
2857,2019-08-01,610,เพชรบูรณ์
2858,2019-09-01,651,เพชรบูรณ์
2859,2019-10-01,730,เพชรบูรณ์
2860,2019-11-01,672,เพชรบูรณ์
2861,2019-12-01,715,เพชรบูรณ์
2862,2020-01-01,726,เพชรบูรณ์
2863,2020-02-01,617,เพชรบูรณ์
2864,2020-03-01,724,เพชรบูรณ์
2865,2020-04-01,640,เพชรบูรณ์
2866,2020-05-01,608,เพชรบูรณ์
2867,2020-06-01,611,เพชรบูรณ์
2868,2020-07-01,648,เพชรบูรณ์
2869,2020-08-01,636,เพชรบูรณ์
2870,2020-09-01,627,เพชรบูรณ์
2871,2020-10-01,662,เพชรบูรณ์
2872,2020-11-01,723,เพชรบูรณ์
2873,2020-12-01,724,เพชรบูรณ์
2874,2021-01-01,760,เพชรบูรณ์
2875,2021-02-01,618,เพชรบูรณ์
2876,2021-03-01,744,เพชรบูรณ์
2877,2021-04-01,637,เพชรบูรณ์
2878,2021-05-01,712,เพชรบูรณ์
2879,2021-06-01,716,เพชรบูรณ์
2880,2021-07-01,640,เพชรบูรณ์
2881,2016-01-01,1666,นครราชสีมา
2882,2016-02-01,1635,นครราชสีมา
2883,2016-03-01,1893,นครราชสีมา
2884,2016-04-01,2027,นครราชสีมา
2885,2016-05-01,1558,นครราชสีมา
2886,2016-06-01,1419,นครราชสีมา
2887,2016-07-01,1481,นครราชสีมา
2888,2016-08-01,1641,นครราชสีมา
2889,2016-09-01,1513,นครราชสีมา
2890,2016-10-01,1634,นครราชสีมา
2891,2016-11-01,1533,นครราชสีมา
2892,2016-12-01,1657,นครราชสีมา
2893,2017-01-01,1705,นครราชสีมา
2894,2017-02-01,1509,นครราชสีมา
2895,2017-03-01,1555,นครราชสีมา
2896,2017-04-01,1392,นครราชสีมา
2897,2017-05-01,1475,นครราชสีมา
2898,2017-06-01,1461,นครราชสีมา
2899,2017-07-01,1451,นครราชสีมา
2900,2017-08-01,1533,นครราชสีมา
2901,2017-09-01,1498,นครราชสีมา
2902,2017-10-01,1721,นครราชสีมา
2903,2017-11-01,1637,นครราชสีมา
2904,2017-12-01,1686,นครราชสีมา
2905,2018-01-01,1813,นครราชสีมา
2906,2018-02-01,1554,นครราชสีมา
2907,2018-03-01,1600,นครราชสีมา
2908,2018-04-01,1570,นครราชสีมา
2909,2018-05-01,1533,นครราชสีมา
2910,2018-06-01,1524,นครราชสีมา
2911,2018-07-01,1562,นครราชสีมา
2912,2018-08-01,1561,นครราชสีมา
2913,2018-09-01,1494,นครราชสีมา
2914,2018-10-01,1666,นครราชสีมา
2915,2018-11-01,1603,นครราชสีมา
2916,2018-12-01,1539,นครราชสีมา
2917,2019-01-01,1824,นครราชสีมา
2918,2019-02-01,1649,นครราชสีมา
2919,2019-03-01,1704,นครราชสีมา
2920,2019-04-01,1908,นครราชสีมา
2921,2019-05-01,1714,นครราชสีมา
2922,2019-06-01,1542,นครราชสีมา
2923,2019-07-01,1757,นครราชสีมา
2924,2019-08-01,1457,นครราชสีมา
2925,2019-09-01,1628,นครราชสีมา
2926,2019-10-01,1782,นครราชสีมา
2927,2019-11-01,1706,นครราชสีมา
2928,2019-12-01,1808,นครราชสีมา
2929,2020-01-01,2012,นครราชสีมา
2930,2020-02-01,1593,นครราชสีมา
2931,2020-03-01,1837,นครราชสีมา
2932,2020-04-01,1541,นครราชสีมา
2933,2020-05-01,1522,นครราชสีมา
2934,2020-06-01,1626,นครราชสีมา
2935,2020-07-01,1531,นครราชสีมา
2936,2020-08-01,1620,นครราชสีมา
2937,2020-09-01,1553,นครราชสีมา
2938,2020-10-01,1636,นครราชสีมา
2939,2020-11-01,1907,นครราชสีมา
2940,2020-12-01,1866,นครราชสีมา
2941,2021-01-01,1936,นครราชสีมา
2942,2021-02-01,1448,นครราชสีมา
2943,2021-03-01,1926,นครราชสีมา
2944,2021-04-01,1600,นครราชสีมา
2945,2021-05-01,1647,นครราชสีมา
2946,2021-06-01,1580,นครราชสีมา
2947,2021-07-01,1626,นครราชสีมา
2948,2016-01-01,864,บุรีรัมย์
2949,2016-02-01,825,บุรีรัมย์
2950,2016-03-01,980,บุรีรัมย์
2951,2016-04-01,1050,บุรีรัมย์
2952,2016-05-01,758,บุรีรัมย์
2953,2016-06-01,744,บุรีรัมย์
2954,2016-07-01,740,บุรีรัมย์
2955,2016-08-01,879,บุรีรัมย์
2956,2016-09-01,777,บุรีรัมย์
2957,2016-10-01,897,บุรีรัมย์
2958,2016-11-01,815,บุรีรัมย์
2959,2016-12-01,814,บุรีรัมย์
2960,2017-01-01,847,บุรีรัมย์
2961,2017-02-01,742,บุรีรัมย์
2962,2017-03-01,826,บุรีรัมย์
2963,2017-04-01,757,บุรีรัมย์
2964,2017-05-01,817,บุรีรัมย์
2965,2017-06-01,784,บุรีรัมย์
2966,2017-07-01,865,บุรีรัมย์
2967,2017-08-01,816,บุรีรัมย์
2968,2017-09-01,811,บุรีรัมย์
2969,2017-10-01,884,บุรีรัมย์
2970,2017-11-01,850,บุรีรัมย์
2971,2017-12-01,821,บุรีรัมย์
2972,2018-01-01,943,บุรีรัมย์
2973,2018-02-01,834,บุรีรัมย์
2974,2018-03-01,783,บุรีรัมย์
2975,2018-04-01,854,บุรีรัมย์
2976,2018-05-01,879,บุรีรัมย์
2977,2018-06-01,788,บุรีรัมย์
2978,2018-07-01,826,บุรีรัมย์
2979,2018-08-01,901,บุรีรัมย์
2980,2018-09-01,720,บุรีรัมย์
2981,2018-10-01,854,บุรีรัมย์
2982,2018-11-01,794,บุรีรัมย์
2983,2018-12-01,860,บุรีรัมย์
2984,2019-01-01,992,บุรีรัมย์
2985,2019-02-01,852,บุรีรัมย์
2986,2019-03-01,879,บุรีรัมย์
2987,2019-04-01,998,บุรีรัมย์
2988,2019-05-01,936,บุรีรัมย์
2989,2019-06-01,831,บุรีรัมย์
2990,2019-07-01,959,บุรีรัมย์
2991,2019-08-01,833,บุรีรัมย์
2992,2019-09-01,932,บุรีรัมย์
2993,2019-10-01,1013,บุรีรัมย์
2994,2019-11-01,855,บุรีรัมย์
2995,2019-12-01,1033,บุรีรัมย์
2996,2020-01-01,1105,บุรีรัมย์
2997,2020-02-01,869,บุรีรัมย์
2998,2020-03-01,1018,บุรีรัมย์
2999,2020-04-01,808,บุรีรัมย์
3000,2020-05-01,815,บุรีรัมย์
3001,2020-06-01,855,บุรีรัมย์
3002,2020-07-01,824,บุรีรัมย์
3003,2020-08-01,913,บุรีรัมย์
3004,2020-09-01,870,บุรีรัมย์
3005,2020-10-01,936,บุรีรัมย์
3006,2020-11-01,1033,บุรีรัมย์
3007,2020-12-01,1020,บุรีรัมย์
3008,2021-01-01,1090,บุรีรัมย์
3009,2021-02-01,859,บุรีรัมย์
3010,2021-03-01,1068,บุรีรัมย์
3011,2021-04-01,976,บุรีรัมย์
3012,2021-05-01,933,บุรีรัมย์
3013,2021-06-01,937,บุรีรัมย์
3014,2021-07-01,938,บุรีรัมย์
3015,2016-01-01,814,สุรินทร์
3016,2016-02-01,778,สุรินทร์
3017,2016-03-01,890,สุรินทร์
3018,2016-04-01,995,สุรินทร์
3019,2016-05-01,733,สุรินทร์
3020,2016-06-01,670,สุรินทร์
3021,2016-07-01,767,สุรินทร์
3022,2016-08-01,830,สุรินทร์
3023,2016-09-01,705,สุรินทร์
3024,2016-10-01,860,สุรินทร์
3025,2016-11-01,761,สุรินทร์
3026,2016-12-01,803,สุรินทร์
3027,2017-01-01,755,สุรินทร์
3028,2017-02-01,712,สุรินทร์
3029,2017-03-01,747,สุรินทร์
3030,2017-04-01,727,สุรินทร์
3031,2017-05-01,814,สุรินทร์
3032,2017-06-01,806,สุรินทร์
3033,2017-07-01,773,สุรินทร์
3034,2017-08-01,793,สุรินทร์
3035,2017-09-01,769,สุรินทร์
3036,2017-10-01,902,สุรินทร์
3037,2017-11-01,775,สุรินทร์
3038,2017-12-01,785,สุรินทร์
3039,2018-01-01,826,สุรินทร์
3040,2018-02-01,706,สุรินทร์
3041,2018-03-01,722,สุรินทร์
3042,2018-04-01,780,สุรินทร์
3043,2018-05-01,770,สุรินทร์
3044,2018-06-01,687,สุรินทร์
3045,2018-07-01,791,สุรินทร์
3046,2018-08-01,799,สุรินทร์
3047,2018-09-01,697,สุรินทร์
3048,2018-10-01,747,สุรินทร์
3049,2018-11-01,799,สุรินทร์
3050,2018-12-01,692,สุรินทร์
3051,2019-01-01,908,สุรินทร์
3052,2019-02-01,744,สุรินทร์
3053,2019-03-01,818,สุรินทร์
3054,2019-04-01,926,สุรินทร์
3055,2019-05-01,815,สุรินทร์
3056,2019-06-01,716,สุรินทร์
3057,2019-07-01,818,สุรินทร์
3058,2019-08-01,710,สุรินทร์
3059,2019-09-01,853,สุรินทร์
3060,2019-10-01,858,สุรินทร์
3061,2019-11-01,833,สุรินทร์
3062,2019-12-01,868,สุรินทร์
3063,2020-01-01,949,สุรินทร์
3064,2020-02-01,754,สุรินทร์
3065,2020-03-01,897,สุรินทร์
3066,2020-04-01,765,สุรินทร์
3067,2020-05-01,794,สุรินทร์
3068,2020-06-01,788,สุรินทร์
3069,2020-07-01,840,สุรินทร์
3070,2020-08-01,773,สุรินทร์
3071,2020-09-01,769,สุรินทร์
3072,2020-10-01,811,สุรินทร์
3073,2020-11-01,906,สุรินทร์
3074,2020-12-01,933,สุรินทร์
3075,2021-01-01,978,สุรินทร์
3076,2021-02-01,768,สุรินทร์
3077,2021-03-01,995,สุรินทร์
3078,2021-04-01,904,สุรินทร์
3079,2021-05-01,895,สุรินทร์
3080,2021-06-01,877,สุรินทร์
3081,2021-07-01,868,สุรินทร์
3082,2016-01-01,766,ศรีสะเกษ
3083,2016-02-01,825,ศรีสะเกษ
3084,2016-03-01,859,ศรีสะเกษ
3085,2016-04-01,889,ศรีสะเกษ
3086,2016-05-01,706,ศรีสะเกษ
3087,2016-06-01,715,ศรีสะเกษ
3088,2016-07-01,731,ศรีสะเกษ
3089,2016-08-01,767,ศรีสะเกษ
3090,2016-09-01,706,ศรีสะเกษ
3091,2016-10-01,773,ศรีสะเกษ
3092,2016-11-01,739,ศรีสะเกษ
3093,2016-12-01,753,ศรีสะเกษ
3094,2017-01-01,809,ศรีสะเกษ
3095,2017-02-01,684,ศรีสะเกษ
3096,2017-03-01,743,ศรีสะเกษ
3097,2017-04-01,701,ศรีสะเกษ
3098,2017-05-01,835,ศรีสะเกษ
3099,2017-06-01,775,ศรีสะเกษ
3100,2017-07-01,754,ศรีสะเกษ
3101,2017-08-01,785,ศรีสะเกษ
3102,2017-09-01,738,ศรีสะเกษ
3103,2017-10-01,830,ศรีสะเกษ
3104,2017-11-01,839,ศรีสะเกษ
3105,2017-12-01,747,ศรีสะเกษ
3106,2018-01-01,858,ศรีสะเกษ
3107,2018-02-01,739,ศรีสะเกษ
3108,2018-03-01,694,ศรีสะเกษ
3109,2018-04-01,762,ศรีสะเกษ
3110,2018-05-01,748,ศรีสะเกษ
3111,2018-06-01,673,ศรีสะเกษ
3112,2018-07-01,764,ศรีสะเกษ
3113,2018-08-01,855,ศรีสะเกษ
3114,2018-09-01,705,ศรีสะเกษ
3115,2018-10-01,822,ศรีสะเกษ
3116,2018-11-01,758,ศรีสะเกษ
3117,2018-12-01,699,ศรีสะเกษ
3118,2019-01-01,905,ศรีสะเกษ
3119,2019-02-01,756,ศรีสะเกษ
3120,2019-03-01,787,ศรีสะเกษ
3121,2019-04-01,923,ศรีสะเกษ
3122,2019-05-01,795,ศรีสะเกษ
3123,2019-06-01,767,ศรีสะเกษ
3124,2019-07-01,905,ศรีสะเกษ
3125,2019-08-01,760,ศรีสะเกษ
3126,2019-09-01,837,ศรีสะเกษ
3127,2019-10-01,836,ศรีสะเกษ
3128,2019-11-01,833,ศรีสะเกษ
3129,2019-12-01,898,ศรีสะเกษ
3130,2020-01-01,969,ศรีสะเกษ
3131,2020-02-01,771,ศรีสะเกษ
3132,2020-03-01,908,ศรีสะเกษ
3133,2020-04-01,758,ศรีสะเกษ
3134,2020-05-01,749,ศรีสะเกษ
3135,2020-06-01,878,ศรีสะเกษ
3136,2020-07-01,826,ศรีสะเกษ
3137,2020-08-01,825,ศรีสะเกษ
3138,2020-09-01,840,ศรีสะเกษ
3139,2020-10-01,876,ศรีสะเกษ
3140,2020-11-01,905,ศรีสะเกษ
3141,2020-12-01,907,ศรีสะเกษ
3142,2021-01-01,952,ศรีสะเกษ
3143,2021-02-01,797,ศรีสะเกษ
3144,2021-03-01,1002,ศรีสะเกษ
3145,2021-04-01,907,ศรีสะเกษ
3146,2021-05-01,866,ศรีสะเกษ
3147,2021-06-01,840,ศรีสะเกษ
3148,2021-07-01,820,ศรีสะเกษ
3149,2016-01-01,1000,อุบลราชธานี
3150,2016-02-01,1064,อุบลราชธานี
3151,2016-03-01,1125,อุบลราชธานี
3152,2016-04-01,1200,อุบลราชธานี
3153,2016-05-01,950,อุบลราชธานี
3154,2016-06-01,973,อุบลราชธานี
3155,2016-07-01,980,อุบลราชธานี
3156,2016-08-01,1076,อุบลราชธานี
3157,2016-09-01,1034,อุบลราชธานี
3158,2016-10-01,1054,อุบลราชธานี
3159,2016-11-01,1008,อุบลราชธานี
3160,2016-12-01,1029,อุบลราชธานี
3161,2017-01-01,1051,อุบลราชธานี
3162,2017-02-01,891,อุบลราชธานี
3163,2017-03-01,997,อุบลราชธานี
3164,2017-04-01,928,อุบลราชธานี
3165,2017-05-01,1011,อุบลราชธานี
3166,2017-06-01,1030,อุบลราชธานี
3167,2017-07-01,1052,อุบลราชธานี
3168,2017-08-01,1125,อุบลราชธานี
3169,2017-09-01,1023,อุบลราชธานี
3170,2017-10-01,1144,อุบลราชธานี
3171,2017-11-01,1047,อุบลราชธานี
3172,2017-12-01,1021,อุบลราชธานี
3173,2018-01-01,1180,อุบลราชธานี
3174,2018-02-01,1004,อุบลราชธานี
3175,2018-03-01,927,อุบลราชธานี
3176,2018-04-01,1032,อุบลราชธานี
3177,2018-05-01,1016,อุบลราชธานี
3178,2018-06-01,1052,อุบลราชธานี
3179,2018-07-01,1094,อุบลราชธานี
3180,2018-08-01,1068,อุบลราชธานี
3181,2018-09-01,949,อุบลราชธานี
3182,2018-10-01,1046,อุบลราชธานี
3183,2018-11-01,996,อุบลราชธานี
3184,2018-12-01,947,อุบลราชธานี
3185,2019-01-01,1179,อุบลราชธานี
3186,2019-02-01,970,อุบลราชธานี
3187,2019-03-01,1010,อุบลราชธานี
3188,2019-04-01,1208,อุบลราชธานี
3189,2019-05-01,1115,อุบลราชธานี
3190,2019-06-01,943,อุบลราชธานี
3191,2019-07-01,1107,อุบลราชธานี
3192,2019-08-01,1004,อุบลราชธานี
3193,2019-09-01,1127,อุบลราชธานี
3194,2019-10-01,1147,อุบลราชธานี
3195,2019-11-01,1030,อุบลราชธานี
3196,2019-12-01,1092,อุบลราชธานี
3197,2020-01-01,1197,อุบลราชธานี
3198,2020-02-01,1041,อุบลราชธานี
3199,2020-03-01,1132,อุบลราชธานี
3200,2020-04-01,1052,อุบลราชธานี
3201,2020-05-01,1029,อุบลราชธานี
3202,2020-06-01,1088,อุบลราชธานี
3203,2020-07-01,1151,อุบลราชธานี
3204,2020-08-01,1084,อุบลราชธานี
3205,2020-09-01,1019,อุบลราชธานี
3206,2020-10-01,1157,อุบลราชธานี
3207,2020-11-01,1216,อุบลราชธานี
3208,2020-12-01,1243,อุบลราชธานี
3209,2021-01-01,1219,อุบลราชธานี
3210,2021-02-01,1046,อุบลราชธานี
3211,2021-03-01,1272,อุบลราชธานี
3212,2021-04-01,1175,อุบลราชธานี
3213,2021-05-01,1162,อุบลราชธานี
3214,2021-06-01,1165,อุบลราชธานี
3215,2021-07-01,1137,อุบลราชธานี
3216,2016-01-01,295,ยโสธร
3217,2016-02-01,338,ยโสธร
3218,2016-03-01,323,ยโสธร
3219,2016-04-01,389,ยโสธร
3220,2016-05-01,362,ยโสธร
3221,2016-06-01,279,ยโสธร
3222,2016-07-01,299,ยโสธร
3223,2016-08-01,318,ยโสธร
3224,2016-09-01,306,ยโสธร
3225,2016-10-01,309,ยโสธร
3226,2016-11-01,279,ยโสธร
3227,2016-12-01,350,ยโสธร
3228,2017-01-01,339,ยโสธร
3229,2017-02-01,296,ยโสธร
3230,2017-03-01,340,ยโสธร
3231,2017-04-01,285,ยโสธร
3232,2017-05-01,336,ยโสธร
3233,2017-06-01,326,ยโสธร
3234,2017-07-01,314,ยโสธร
3235,2017-08-01,359,ยโสธร
3236,2017-09-01,320,ยโสธร
3237,2017-10-01,331,ยโสธร
3238,2017-11-01,287,ยโสธร
3239,2017-12-01,347,ยโสธร
3240,2018-01-01,377,ยโสธร
3241,2018-02-01,321,ยโสธร
3242,2018-03-01,317,ยโสธร
3243,2018-04-01,320,ยโสธร
3244,2018-05-01,342,ยโสธร
3245,2018-06-01,322,ยโสธร
3246,2018-07-01,348,ยโสธร
3247,2018-08-01,340,ยโสธร
3248,2018-09-01,312,ยโสธร
3249,2018-10-01,370,ยโสธร
3250,2018-11-01,365,ยโสธร
3251,2018-12-01,302,ยโสธร
3252,2019-01-01,394,ยโสธร
3253,2019-02-01,313,ยโสธร
3254,2019-03-01,346,ยโสธร
3255,2019-04-01,365,ยโสธร
